# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.000000000000000000e+00,1.249787500000000051e+01,0.000000000000000000e+00,4.991623699999999886e+00,1.155658500000000011e+01,7.684173699999999485e+01,0.000000000000000000e+00,1.624723700000000104e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.271266999999999925e+01,4.393326200000000070e-02,4.994803100000000384e+00,1.154912799999999962e+01,7.687154999999999916e+01,1.352179199999999949e-02,1.652646999999999977e+00,5.711299999999999884e-03
3.000000000000000000e+00,1.292902300000000082e+01,8.819884199999999952e-02,4.996544600000000003e+00,1.154504700000000028e+01,7.688786699999999996e+01,1.841972600000000085e-02,1.680773000000000073e+00,1.146579999999999995e-02
4.000000000000000000e+00,1.314711100000000066e+01,1.328170499999999921e-01,4.997357599999999955e+00,1.154314300000000060e+01,7.689548200000000122e+01,1.831118400000000118e-02,1.709124400000000099e+00,1.726619999999999891e-02
5.000000000000000000e+00,1.355496300000000076e+01,2.162358400000000125e-01,4.998015999999999792e+00,1.154160199999999925e+01,7.690164699999999698e+01,1.570862699999999931e-02,1.762145199999999967e+00,2.811069999999999888e-02
6.000000000000000000e+00,1.396287599999999962e+01,2.996417499999999845e-01,4.998340899999999642e+00,1.154084100000000035e+01,7.690468799999999305e+01,1.380490000000000016e-02,1.815173900000000007e+00,3.895339999999999914e-02
7.000000000000000000e+00,1.437082700000000024e+01,3.830387599999999781e-01,4.998544400000000110e+00,1.154036499999999954e+01,7.690659300000000087e+01,1.243849500000000080e-02,1.868207500000000021e+00,4.979499999999999899e-02
8.000000000000000000e+00,1.477880599999999944e+01,4.664294600000000179e-01,4.998687399999999670e+00,1.154002999999999979e+01,7.690793100000000493e+01,1.140571500000000030e-02,1.921244699999999916e+00,6.063579999999999665e-02
9.000000000000000000e+00,1.518680499999999967e+01,5.498154100000000044e-01,4.998794900000000041e+00,1.153977800000000009e+01,7.690893800000000624e+01,1.059177000000000035e-02,1.974284600000000056e+00,7.147599999999999787e-02
1.000000000000000000e+01,1.559482099999999960e+01,6.331976299999999558e-01,4.998879699999999815e+00,1.153958000000000084e+01,7.690973200000000531e+01,9.929566000000000781e-03,2.027326700000000148e+00,8.231570000000000553e-02
1.100000000000000000e+01,1.600285099999999971e+01,7.165768099999999530e-01,4.998948799999999970e+00,1.153941900000000054e+01,7.691037799999999436e+01,9.377397100000000457e-03,2.080370600000000181e+00,9.315500000000000169e-02
1.200000000000000000e+01,1.641089200000000048e+01,7.999534499999999548e-01,4.999006399999999850e+00,1.153928400000000032e+01,7.691091799999999523e+01,8.907945500000000183e-03,2.133415999999999979e+00,1.039939000000000002e-01
1.300000000000000000e+01,1.681894300000000086e+01,8.833279299999999834e-01,4.999055499999999874e+00,1.153916899999999934e+01,7.691137700000000166e+01,8.502470300000000356e-03,2.186462600000000034e+00,1.148326000000000069e-01
1.400000000000000000e+01,1.722700299999999984e+01,9.667005600000000420e-01,4.999097899999999761e+00,1.153906899999999958e+01,7.691177399999999409e+01,8.147688700000000825e-03,2.239510399999999901e+00,1.256711000000000078e-01
1.500000000000000000e+01,1.763506999999999891e+01,1.050071500000000047e+00,4.999135100000000165e+00,1.153898200000000074e+01,7.691212199999999655e+01,7.833861699999999928e-03,2.292559100000000072e+00,1.365093000000000001e-01
1.600000000000000000e+01,1.804314400000000163e+01,1.133441099999999979e+00,4.999168000000000056e+00,1.153890499999999975e+01,7.691243000000000052e+01,7.553681900000000331e-03,2.345608700000000102e+00,1.473472999999999866e-01
1.700000000000000000e+01,1.845122399999999985e+01,1.216809400000000041e+00,4.999197500000000183e+00,1.153883699999999912e+01,7.691270600000000002e+01,7.301543399999999885e-03,2.398659100000000155e+00,1.581851999999999980e-01
1.800000000000000000e+01,1.885930899999999966e+01,1.300176500000000068e+00,4.999223999999999890e+00,1.153877400000000009e+01,7.691295399999999916e+01,7.073064900000000307e-03,2.451710199999999951e+00,1.690229000000000037e-01
1.900000000000000000e+01,1.926739900000000105e+01,1.383542499999999897e+00,4.999247999999999692e+00,1.153871799999999936e+01,7.691317899999999952e+01,6.864766300000000113e-03,2.504761900000000097e+00,1.798605000000000065e-01
2.000000000000000000e+01,1.967549400000000048e+01,1.466907600000000089e+00,4.999270000000000103e+00,1.153866700000000023e+01,7.691338399999999353e+01,6.673843599999999820e-03,2.557814299999999985e+00,1.906980000000000064e-01
2.100000000000000000e+01,2.008359300000000047e+01,1.550271799999999978e+00,4.999290099999999626e+00,1.153861999999999988e+01,7.691357299999999952e+01,6.498009400000000040e-03,2.610867100000000107e+00,2.015353000000000006e-01
2.200000000000000000e+01,2.049169600000000102e+01,1.633635200000000065e+00,4.999308599999999991e+00,1.153857600000000083e+01,7.691374600000000328e+01,6.335376600000000406e-03,2.663920500000000136e+00,2.123725999999999947e-01
2.300000000000000000e+01,2.089980200000000110e+01,1.716997899999999966e+00,4.999325800000000264e+00,1.153853600000000057e+01,7.691390699999999470e+01,6.184372799999999885e-03,2.716974299999999953e+00,2.232097000000000109e-01
2.400000000000000000e+01,2.130791200000000174e+01,1.800359800000000066e+00,4.999341700000000444e+00,1.153849899999999984e+01,7.691405600000000220e+01,6.043674899999999621e-03,2.770028500000000005e+00,2.340467999999999993e-01
2.500000000000000000e+01,2.171602499999999836e+01,1.883721100000000037e+00,4.999356599999999595e+00,1.153846399999999939e+01,7.691419500000000653e+01,5.912162200000000388e-03,2.823083200000000126e+00,2.448837000000000097e-01
2.600000000000000000e+01,2.212414000000000058e+01,1.967081800000000102e+00,4.999370500000000384e+00,1.153843200000000024e+01,7.691432500000000516e+01,5.788877300000000101e-03,2.876138200000000200e+00,2.557206000000000201e-01
2.700000000000000000e+01,2.253225799999999879e+01,2.050441999999999876e+00,4.999383500000000424e+00,1.153840100000000035e+01,7.691444699999999557e+01,5.672996700000000267e-03,2.929193600000000064e+00,2.665575000000000028e-01
