# Source File: search40\DM40_FM_0_BM_0_ETAD60.txt
# 5.9104668
5.408953300000000297e+01,2.506769999999999832e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.746973790000000415e-01
4.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.600000000000000000e+01,6.543060000000000542e-01,1.600760999999999989e-01,9.094528269999999637e+00,-1.054031170000000045e-01
5.800000000000000000e+01,8.273150000000000226e-01,3.653387050000000275e-02,2.092306039999999978e+00,-3.288134060000000303e-02
6.000000000000000000e+01,8.569860000000000255e-01,4.260078930000000229e-03,2.440830659999999874e-01,-1.592839069999999911e-03
6.000000000000000000e+01,8.569860000000000255e-01,4.260078930000000229e-03,2.440830659999999874e-01,0.000000000000000000e+00
6.400000000000000000e+01,8.569860000000000255e-01,4.260078930000000229e-03,2.440830659999999874e-01,0.000000000000000000e+00
6.600000000000000000e+01,8.569860000000000255e-01,4.260078930000000229e-03,2.440830659999999874e-01,0.000000000000000000e+00
6.800000000000000000e+01,8.569860000000000255e-01,4.260078930000000229e-03,2.440830659999999874e-01,0.000000000000000000e+00
7.000000000000000000e+01,8.569860000000000255e-01,4.260078930000000229e-03,2.440830659999999874e-01,0.000000000000000000e+00
7.200000000000000000e+01,8.569860000000000255e-01,4.260078930000000229e-03,2.440830659999999874e-01,0.000000000000000000e+00
7.400000000000000000e+01,8.569860000000000255e-01,4.260078930000000229e-03,2.440830659999999874e-01,0.000000000000000000e+00
7.600000000000000000e+01,8.569860000000000255e-01,4.260078930000000229e-03,2.440830659999999874e-01,0.000000000000000000e+00
7.800000000000000000e+01,8.569860000000000255e-01,4.260078930000000229e-03,2.440830659999999874e-01,0.000000000000000000e+00
8.000000000000000000e+01,8.569860000000000255e-01,4.260078930000000229e-03,2.440830659999999874e-01,0.000000000000000000e+00
