# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.000000000000000000e+00,6.509912400000000154e+00,0.000000000000000000e+00,3.945954200000000078e+00,1.468022700000000036e+01,6.506386000000000536e+01,0.000000000000000000e+00,8.462885999999999465e-01,0.000000000000000000e+00
2.000000000000000000e+00,6.689913999999999916e+00,4.746957599999999944e-02,4.010283300000000217e+00,1.443958100000000044e+01,6.592039499999999919e+01,4.272041599999999995e-01,8.696888000000000396e-01,6.171000000000000270e-03
3.000000000000000000e+00,6.864029900000000239e+00,9.396530599999999844e-02,4.070196799999999726e+00,1.422251800000000088e+01,6.670029900000000112e+01,8.132880900000000191e-01,8.923238999999999477e-01,1.221550000000000066e-02
4.000000000000000000e+00,7.033076600000000234e+00,1.396140100000000106e-01,4.125873699999999644e+00,1.402663399999999960e+01,6.741005800000000647e+01,1.160505399999999909e+00,9.143000000000000016e-01,1.814980000000000065e-02
5.000000000000000000e+00,7.197904199999999975e+00,1.845635800000000049e-01,4.177504400000000118e+00,1.384979500000000030e+01,6.805565799999999399e+01,1.471052900000000108e+00,9.357275000000000453e-01,2.399329999999999866e-02
6.000000000000000000e+00,7.359381299999999904e+00,2.289781499999999914e-01,4.225282599999999888e+00,1.369011700000000076e+01,6.864255900000000565e+01,1.747024300000000085e+00,9.567196000000000033e-01,2.976720000000000060e-02
7.000000000000000000e+00,7.518382100000000179e+00,2.730333799999999922e-01,4.269399800000000411e+00,1.354594099999999912e+01,6.917569899999999450e+01,1.990392399999999951e+00,9.773897000000000279e-01,3.549429999999999946e-02
8.000000000000000000e+00,7.675774800000000120e+00,3.169118400000000002e-01,4.310040100000000152e+00,1.341581500000000027e+01,6.965950899999999990e+01,2.203000100000000128e+00,9.978506999999999794e-01,4.119849999999999901e-02
9.000000000000000000e+00,7.832411200000000129e+00,3.607985899999999746e-01,4.347378499999999590e+00,1.329846599999999945e+01,7.009794200000000330e+01,2.386568700000000209e+00,1.018213500000000105e+00,4.690380000000000243e-02
1.000000000000000000e+01,7.989115700000000153e+00,4.048765400000000070e-01,4.381579000000000335e+00,1.319278199999999934e+01,7.049451899999999682e+01,2.542715600000000187e+00,1.038585000000000091e+00,5.263400000000000023e-02
1.100000000000000000e+01,8.146673500000000345e+00,4.493217299999999748e-01,4.412795299999999976e+00,1.309778900000000057e+01,7.085237700000000416e+01,2.672982199999999864e+00,1.059067600000000109e+00,5.841179999999999983e-02
1.200000000000000000e+01,8.305816699999999386e+00,4.942981300000000022e-01,4.441172800000000365e+00,1.301262499999999989e+01,7.117432999999999765e+01,2.778873499999999996e+00,1.079756200000000055e+00,6.425880000000000480e-02
1.300000000000000000e+01,8.467207699999999448e+00,5.399518599999999502e-01,4.466851899999999986e+00,1.293651599999999924e+01,7.146294699999999978e+01,2.861907400000000212e+00,1.100737000000000076e+00,7.019369999999999776e-02
1.400000000000000000e+01,8.631418599999999941e+00,5.864046899999999507e-01,4.489972999999999992e+00,1.286875299999999989e+01,7.172062800000000493e+01,2.923674000000000106e+00,1.122084400000000093e+00,7.623259999999999759e-02
1.500000000000000000e+01,8.798905599999999438e+00,6.337466499999999670e-01,4.510683399999999565e+00,1.280866100000000074e+01,7.194970100000000457e+01,2.965904800000000119e+00,1.143857700000000088e+00,8.238710000000000477e-02
1.600000000000000000e+01,8.969979099999999761e+00,6.820276800000000250e-01,4.529144500000000129e+00,1.275557000000000052e+01,7.215252300000000218e+01,2.990547799999999867e+00,1.166097299999999892e+00,8.866359999999999519e-02
1.700000000000000000e+01,9.144766699999999915e+00,7.312484099999999598e-01,4.545541300000000007e+00,1.270878599999999992e+01,7.233158799999999644e+01,2.999850900000000209e+00,1.188819700000000035e+00,9.506230000000000235e-02
1.800000000000000000e+01,9.323172500000000085e+00,7.813500700000000077e-01,4.560091700000000081e+00,1.266755999999999993e+01,7.248964800000000253e+01,2.996444299999999838e+00,1.212012400000000101e+00,1.015754999999999991e-01
1.900000000000000000e+01,9.504829900000000720e+00,8.322038600000000175e-01,4.573055899999999951e+00,1.263105400000000067e+01,7.262981700000000274e+01,2.983419099999999879e+00,1.235627899999999890e+00,1.081865000000000049e-01
2.000000000000000000e+01,9.847505699999999251e+00,9.276620599999999550e-01,4.593849999999999767e+00,1.257294199999999940e+01,7.285334600000000194e+01,2.944732199999999800e+00,1.280175700000000028e+00,1.205960999999999977e-01
2.100000000000000000e+01,1.019268399999999986e+01,1.023192799999999902e+00,4.611293700000000051e+00,1.252460699999999960e+01,7.303964100000000315e+01,2.897416400000000003e+00,1.325048900000000085e+00,1.330150999999999972e-01
2.200000000000000000e+01,1.053972000000000087e+01,1.118627599999999944e+00,4.626258599999999888e+00,1.248343799999999959e+01,7.319858299999999929e+01,2.846935000000000215e+00,1.370163599999999926e+00,1.454216000000000120e-01
2.300000000000000000e+01,1.088829699999999967e+01,1.213902599999999943e+00,4.639313399999999810e+00,1.244774600000000042e+01,7.333658099999999536e+01,2.795910000000000117e+00,1.415478599999999920e+00,1.578073000000000115e-01
2.400000000000000000e+01,1.123821799999999982e+01,1.308992699999999898e+00,4.650853900000000429e+00,1.241636500000000076e+01,7.345806199999999819e+01,2.745677600000000051e+00,1.460968299999999997e+00,1.701689999999999869e-01
