# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.000000000000000000e+00,7.630948100000000345e+00,0.000000000000000000e+00,4.313554599999999795e+00,1.340468000000000082e+01,6.970102300000000639e+01,0.000000000000000000e+00,9.920233000000000523e-01,0.000000000000000000e+00
2.000000000000000000e+00,7.818897500000000278e+00,4.503935700000000208e-02,4.366763399999999962e+00,1.323835500000000032e+01,7.032330600000000231e+01,3.088968699999999901e-01,1.016456699999999991e+00,5.855100000000000235e-03
3.000000000000000000e+00,8.002596199999999271e+00,8.951309799999999928e-02,4.415627399999999980e+00,1.308924000000000021e+01,7.088464999999999350e+01,5.825388099999999625e-01,1.040337499999999915e+00,1.163669999999999982e-02
4.000000000000000000e+00,8.182932100000000375e+00,1.335584599999999900e-01,4.460351099999999569e+00,1.295569899999999919e+01,7.139012499999999761e+01,8.229922299999999913e-01,1.063781199999999982e+00,1.736259999999999887e-02
5.000000000000000000e+00,8.360796999999999812e+00,1.773239699999999974e-01,4.501135800000000131e+00,1.283629299999999951e+01,7.184430100000000152e+01,1.032211200000000106e+00,1.086903600000000081e+00,2.305209999999999898e-02
6.000000000000000000e+00,8.537073299999999421e+00,2.209647600000000101e-01,4.538176400000000221e+00,1.272975699999999932e+01,7.225128200000000334e+01,1.212035399999999985e+00,1.109819499999999959e+00,2.872540000000000163e-02
7.000000000000000000e+00,8.712621699999999691e+00,2.646378799999999920e-01,4.571659999999999613e+00,1.263497500000000073e+01,7.261475299999999322e+01,1.364208800000000110e+00,1.132640799999999892e+00,3.440290000000000015e-02
8.000000000000000000e+00,8.888268099999999450e+00,3.084974699999999959e-01,4.601766800000000046e+00,1.255095799999999961e+01,7.293803400000000181e+01,1.490406700000000084e+00,1.155474799999999913e+00,4.010470000000000007e-02
9.000000000000000000e+00,9.064788800000000535e+00,3.526898199999999872e-01,4.628672199999999570e+00,1.247682400000000058e+01,7.322414200000000051e+01,1.592274500000000037e+00,1.178422499999999928e+00,4.584970000000000018e-02
1.000000000000000000e+01,9.242893399999999815e+00,3.973478699999999919e-01,4.652549999999999741e+00,1.241176600000000008e+01,7.347587599999999952e+01,1.671474899999999986e+00,1.201576100000000036e+00,5.165519999999999834e-02
1.100000000000000000e+01,9.423204399999999481e+00,4.425853599999999832e-01,4.673578799999999589e+00,1.235503500000000088e+01,7.369589299999999810e+01,1.729746999999999924e+00,1.225016600000000011e+00,5.753609999999999974e-02
1.200000000000000000e+01,9.606232200000000887e+00,4.884902700000000042e-01,4.691948499999999633e+00,1.230590399999999995e+01,7.388681300000000363e+01,1.768972299999999942e+00,1.248810200000000092e+00,6.350369999999999626e-02
1.300000000000000000e+01,9.792345700000000264e+00,5.351175099999999629e-01,4.707868500000000012e+00,1.226364200000000082e+01,7.405131900000000655e+01,1.791249000000000091e+00,1.273004900000000106e+00,6.956529999999999658e-02
1.400000000000000000e+01,9.981737600000000654e+00,5.824810499999999447e-01,4.721577700000000100e+00,1.222748299999999944e+01,7.419227499999999509e+01,1.798972400000000027e+00,1.297625900000000110e+00,7.572249999999999814e-02
1.500000000000000000e+01,1.017438399999999987e+01,6.305452400000000068e-01,4.733353900000000003e+00,1.219659399999999927e+01,7.431283899999999676e+01,1.794915599999999944e+00,1.322669899999999954e+00,8.197089999999999932e-02
1.600000000000000000e+01,1.036999899999999997e+01,6.792158200000000257e-01,4.743524299999999805e+00,1.217004200000000047e+01,7.441657999999999618e+01,1.782305500000000098e+00,1.348099900000000018e+00,8.829810000000000436e-02
1.700000000000000000e+01,1.073802700000000065e+01,7.703919500000000475e-01,4.759309000000000012e+00,1.212906399999999962e+01,7.457689000000000590e+01,1.747424799999999889e+00,1.395943600000000062e+00,1.001510000000000039e-01
1.800000000000000000e+01,1.110788499999999956e+01,8.615103800000000200e-01,4.772132899999999900e+00,1.209597699999999953e+01,7.470650799999999947e+01,1.707209600000000105e+00,1.444024999999999892e+00,1.119962999999999931e-01
1.900000000000000000e+01,1.147910399999999953e+01,9.524765699999999669e-01,4.782871600000000001e+00,1.206840900000000083e+01,7.481462399999999491e+01,1.666101000000000054e+00,1.492283500000000096e+00,1.238220000000000015e-01
2.000000000000000000e+01,1.185145900000000019e+01,1.043265399999999898e+00,4.792060300000000161e+00,1.204492100000000043e+01,7.490682800000000441e+01,1.625914700000000046e+00,1.540689699999999940e+00,1.356245000000000089e-01
2.100000000000000000e+01,1.222480799999999945e+01,1.133873799999999932e+00,4.800054000000000265e+00,1.202456199999999953e+01,7.498681000000000552e+01,1.587413600000000091e+00,1.589225099999999946e+00,1.474035999999999957e-01
2.200000000000000000e+01,1.259905000000000008e+01,1.224307100000000093e+00,4.807100700000000337e+00,1.200667200000000001e+01,7.505714100000000144e+01,1.550882700000000058e+00,1.637876499999999957e+00,1.591598999999999930e-01
2.300000000000000000e+01,1.297410400000000053e+01,1.314573699999999956e+00,4.813380300000000389e+00,1.199077499999999930e+01,7.511967799999999329e+01,1.516379600000000050e+00,1.686633499999999897e+00,1.708946000000000076e-01
2.400000000000000000e+01,1.334990499999999969e+01,1.404682900000000068e+00,4.819027300000000125e+00,1.197651600000000016e+01,7.517580300000000193e+01,1.483852500000000019e+00,1.735487699999999966e+00,1.826087999999999878e-01
2.500000000000000000e+01,1.372639799999999966e+01,1.494644099999999920e+00,4.824144900000000291e+00,1.196362300000000012e+01,7.522657499999999686e+01,1.453199200000000024e+00,1.784431700000000065e+00,1.943036999999999959e-01
2.600000000000000000e+01,1.410353399999999979e+01,1.584466399999999942e+00,4.828813499999999870e+00,1.195188500000000076e+01,7.527281800000000089e+01,1.424297200000000041e+00,1.833459399999999961e+00,2.059806000000000137e-01
2.700000000000000000e+01,1.448127200000000059e+01,1.674157899999999977e+00,4.833097200000000093e+00,1.194113600000000019e+01,7.531518499999999960e+01,1.397019400000000022e+00,1.882565400000000055e+00,2.176404999999999867e-01
2.800000000000000000e+01,1.485957400000000028e+01,1.763726499999999975e+00,4.837047899999999956e+00,1.193123899999999971e+01,7.535420499999999322e+01,1.371241600000000060e+00,1.931744700000000092e+00,2.292843999999999993e-01
2.900000000000000000e+01,1.523840799999999973e+01,1.853179300000000085e+00,4.840707799999999672e+00,1.192208600000000018e+01,7.539030800000000454e+01,1.346846599999999894e+00,1.980993100000000062e+00,2.409132999999999969e-01
3.000000000000000000e+01,1.561774400000000007e+01,1.942522700000000047e+00,4.844111999999999973e+00,1.191358499999999943e+01,7.542384900000000414e+01,1.323725800000000064e+00,2.030306700000000131e+00,2.525279999999999747e-01
3.100000000000000000e+01,1.599755399999999916e+01,2.031762800000000091e+00,4.847289800000000426e+00,1.190565999999999924e+01,7.545512600000000702e+01,1.301779500000000089e+00,2.079682000000000031e+00,2.641292000000000084e-01
3.200000000000000000e+01,1.637781299999999973e+01,2.120905000000000040e+00,4.850266000000000410e+00,1.189824800000000060e+01,7.548438799999999560e+01,1.280916900000000025e+00,2.129115699999999833e+00,2.757176000000000071e-01
3.300000000000000000e+01,1.675850000000000151e+01,2.209954300000000149e+00,4.853061600000000197e+00,1.189129400000000025e+01,7.551184899999999800e+01,1.261055500000000107e+00,2.178605000000000125e+00,2.872940999999999967e-01
3.400000000000000000e+01,1.713959399999999889e+01,2.298915299999999995e+00,4.855694699999999919e+00,1.188475099999999962e+01,7.553768999999999778e+01,1.242120399999999902e+00,2.228147199999999994e+00,2.988589999999999858e-01
3.500000000000000000e+01,1.752107499999999973e+01,2.387792300000000090e+00,4.858180899999999802e+00,1.187857999999999947e+01,7.556206799999999646e+01,1.224043800000000015e+00,2.277739700000000145e+00,3.104129999999999945e-01
3.600000000000000000e+01,1.790292699999999826e+01,2.476589199999999824e+00,4.860533700000000401e+00,1.187274700000000038e+01,7.558512000000000342e+01,1.206764200000000065e+00,2.327380499999999852e+00,3.219565999999999817e-01
3.700000000000000000e+01,1.828513200000000083e+01,2.565309699999999804e+00,4.862764900000000168e+00,1.186721999999999966e+01,7.560696500000000242e+01,1.190225499999999936e+00,2.377067199999999936e+00,3.334903000000000173e-01
3.800000000000000000e+01,1.866767700000000119e+01,2.653957000000000122e+00,4.864884899999999845e+00,1.186197300000000077e+01,7.562770600000000343e+01,1.174377100000000063e+00,2.426798100000000069e+00,3.450143999999999989e-01
3.900000000000000000e+01,1.905054799999999915e+01,2.742534399999999817e+00,4.866902999999999757e+00,1.185698299999999961e+01,7.564743599999999901e+01,1.159172599999999997e+00,2.476571199999999973e+00,3.565294999999999992e-01
4.000000000000000000e+01,1.943373000000000062e+01,2.831044700000000081e+00,4.868827200000000133e+00,1.185222899999999946e+01,7.566623500000000035e+01,1.144569799999999971e+00,2.526384900000000044e+00,3.680358000000000240e-01
4.100000000000000000e+01,1.981721299999999886e+01,2.919490600000000047e+00,4.870664699999999847e+00,1.184769299999999959e+01,7.568417800000000284e+01,1.130530400000000046e+00,2.576237700000000075e+00,3.795337999999999767e-01
4.200000000000000000e+01,2.020098399999999828e+01,3.007874600000000065e+00,4.872422099999999645e+00,1.184335800000000027e+01,7.570132700000000625e+01,1.117018999999999984e+00,2.626127900000000182e+00,3.910236999999999741e-01
4.300000000000000000e+01,2.058503400000000028e+01,3.096199200000000040e+00,4.874105199999999805e+00,1.183920900000000032e+01,7.571774200000000121e+01,1.104003400000000079e+00,2.676054399999999944e+00,4.025059000000000275e-01
4.400000000000000000e+01,2.096935200000000066e+01,3.184466500000000089e+00,4.875719100000000417e+00,1.183523300000000056e+01,7.573347400000000107e+01,1.091453900000000088e+00,2.726015700000000042e+00,4.139805999999999764e-01
4.500000000000000000e+01,2.135392799999999980e+01,3.272678599999999882e+00,4.877268599999999843e+00,1.183141900000000035e+01,7.574857000000000085e+01,1.079343299999999894e+00,2.776010700000000053e+00,4.254481999999999986e-01
4.600000000000000000e+01,2.173875500000000116e+01,3.360837500000000144e+00,4.878758000000000372e+00,1.182775400000000054e+01,7.576307300000000566e+01,1.067646499999999943e+00,2.826038200000000167e+00,4.369088999999999889e-01
