# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
2.200000000000000000e+01,3.746267600000000031e-02,8.752506899999999979e-01,1.040585799999999894e+00,7.394510300000000314e+01,3.585872999999999977e-01,9.555985399999999963e-02,4.870099999999999603e-03,1.137825999999999976e-01
2.300000000000000000e+01,5.258802800000000194e-02,9.242154099999999595e-01,1.056846200000000069e+00,7.112231900000000451e+01,5.883207299999999584e-01,3.143580699999999895e-01,6.836400000000000289e-03,1.201480000000000048e-01
2.400000000000000000e+01,7.725661899999999860e-02,9.916918799999999701e-01,1.082926899999999915e+00,6.743179600000000562e+01,1.019788399999999928e+00,7.104995400000000405e-01,1.004339999999999920e-02,1.289199000000000039e-01
2.500000000000000000e+01,1.071123999999999965e-01,1.060961299999999996e+00,1.114734300000000067e+00,6.377618199999999860e+01,1.627334499999999906e+00,1.253136500000000098e+00,1.392460000000000052e-02,1.379249999999999921e-01
2.600000000000000000e+01,1.395006900000000105e-01,1.126581199999999949e+00,1.150341000000000058e+00,6.037826100000000196e+01,2.388674899999999823e+00,1.921472700000000033e+00,1.813510000000000122e-02,1.464555999999999913e-01
