# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.600000000000000000e+01,1.068469199999999980e-01,6.251790699999999479e-01,1.035156699999999930e+00,7.502469100000000424e+01,2.901003799999999910e-01,2.206804800000000122e-01,1.389010000000000071e-02,8.127330000000000665e-02
1.700000000000000000e+01,1.291550599999999882e-01,7.016228799999999488e-01,1.054918500000000092e+00,7.143094600000000582e+01,5.593296599999999508e-01,4.520167999999999964e-01,1.679020000000000165e-02,9.121100000000000041e-02
1.800000000000000000e+01,1.625620299999999963e-01,7.942217799999999883e-01,1.084467999999999988e+00,6.723669200000000501e+01,1.047342100000000054e+00,8.607819599999999571e-01,2.113309999999999841e-02,1.032488000000000017e-01
1.900000000000000000e+01,2.008924800000000122e-01,8.825009400000000115e-01,1.119137400000000060e+00,6.332218600000000208e+01,1.717270899999999934e+00,1.413746200000000064e+00,2.611600000000000033e-02,1.147250999999999965e-01
2.000000000000000000e+01,2.412351299999999921e-01,9.629875500000000255e-01,1.157172199999999984e+00,5.978870100000000321e+01,2.542844000000000104e+00,2.090460100000000043e+00,3.136060000000000236e-02,1.251884000000000052e-01
2.100000000000000000e+01,2.816442200000000007e-01,1.035093700000000005e+00,1.197406900000000052e+00,5.663021100000000274e+01,3.494596299999999989e+00,2.869070199999999904e+00,3.661369999999999902e-02,1.345621999999999929e-01
2.200000000000000000e+01,3.207282000000000188e-01,1.098997100000000060e+00,1.238923100000000055e+00,5.381865700000000174e+01,4.541470999999999592e+00,3.726836399999999827e+00,4.169470000000000121e-02,1.428696000000000133e-01
