# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.900000000000000000e+01,7.272732299999999650e-02,7.502148800000000284e-01,1.036523800000000106e+00,7.474473600000000317e+01,3.069171800000000117e-01,1.679660799999999898e-01,9.454600000000000504e-03,9.752790000000000070e-02
2.000000000000000000e+01,9.112851499999999327e-02,8.124496100000000443e-01,1.054616500000000068e+00,7.147984700000000657e+01,5.548282500000000228e-01,3.939488400000000223e-01,1.184669999999999994e-02,1.056184000000000012e-01
2.100000000000000000e+01,1.199129899999999971e-01,8.925400000000000000e-01,1.082545799999999891e+00,6.748037899999999922e+01,1.013006700000000038e+00,7.974434999999999718e-01,1.558870000000000047e-02,1.160302000000000000e-01
2.200000000000000000e+01,1.538291400000000031e-01,9.714789700000000527e-01,1.115872299999999928e+00,6.365780399999999872e+01,1.650455000000000005e+00,1.346100300000000027e+00,1.999779999999999960e-02,1.262922999999999962e-01
2.300000000000000000e+01,1.900599000000000038e-01,1.044675100000000079e+00,1.152752699999999964e+00,6.016811799999999977e+01,2.442830499999999905e+00,2.019312300000000171e+00,2.470779999999999851e-02,1.358078000000000063e-01
