# Untitled0,TW,TE,TAW,TP,RE_over_IN,RTHI,FRD,KCF1,KCF,RCFS,H,HI,FMY,KTHP,THETA_1,DELTA,DELTAstar__1,N,CH,H,HU,CTH,THU,DSU,X
1.100000000000000000e+01,5.400000000000000000e+02,7.767000000000000455e+02,9.767999999999999545e+02,6.132000000000000455e+02,1.450518000000000000e+06,1.165000000000000000e+03,1.306459999999999955e+00,4.021359999999999602e+00,5.094089999999999563e+00,5.100509999999999877e+00,6.827999999999999625e-01,1.394099999999999895e+00,3.667229999999999990e+00,3.196599999999999997e-01,6.080000000000000335e-04,4.499999999999999660e-03,4.150000000000000043e-04,5.090869999999999784e+00,8.365709999999999535e-01,6.365000000000000215e-04,6.419999999999999925e-04,6.365000000000000215e-04,6.419999999999999925e-04,5.400000000000000069e-04,9.199999999999999845e-02
1.200000000000000000e+01,5.400000000000000000e+02,7.710000000000000000e+02,9.762000000000000455e+02,6.115000000000000000e+02,1.449612000000000000e+06,1.161000000000000000e+03,1.299660000000000037e+00,4.024370000000000225e+00,5.074010000000000353e+00,5.082040000000000113e+00,6.947999999999999732e-01,1.393899999999999917e+00,3.613599999999999923e+00,3.374800000000000022e-01,6.099999999999999737e-04,4.599999999999999922e-03,4.240000000000000062e-04,5.090869999999999784e+00,8.365709999999999535e-01,6.365000000000000215e-04,6.419999999999999925e-04,6.365000000000000215e-04,6.419999999999999925e-04,5.400000000000000069e-04,9.199999999999999845e-02
1.300000000000000000e+01,5.400000000000000000e+02,7.652000000000000455e+02,9.756000000000000227e+02,6.097999999999999545e+02,1.448085000000000000e+06,1.157000000000000000e+03,1.292699999999999960e+00,4.027599999999999625e+00,5.053580000000000183e+00,5.063480000000000203e+00,7.073000000000000398e-01,1.393799999999999928e+00,3.493900000000000006e+00,3.950199999999999823e-01,6.120000000000000223e-04,4.599999999999999922e-03,4.330000000000000081e-04,5.090869999999999784e+00,8.365709999999999535e-01,6.365000000000000215e-04,6.419999999999999925e-04,6.365000000000000215e-04,6.419999999999999925e-04,5.400000000000000069e-04,9.199999999999999845e-02
1.400000000000000000e+01,5.400000000000000000e+02,7.588999999999999773e+02,9.748999999999999773e+02,6.080000000000000000e+02,1.445792000000000000e+06,1.152000000000000000e+03,1.285179999999999989e+00,4.031189999999999607e+00,5.031609999999999694e+00,5.043720000000000425e+00,7.209999999999999742e-01,1.393699999999999939e+00,3.424269999999999925e+00,4.204200000000000159e-01,6.139999999999999625e-04,4.599999999999999922e-03,4.420000000000000101e-04,5.090869999999999784e+00,8.365709999999999535e-01,6.365000000000000215e-04,6.419999999999999925e-04,6.365000000000000215e-04,6.419999999999999925e-04,5.400000000000000069e-04,9.199999999999999845e-02
1.500000000000000000e+01,5.400000000000000000e+02,7.521000000000000227e+02,9.742000000000000455e+02,6.060000000000000000e+02,1.442588000000000000e+06,1.147000000000000000e+03,1.277020000000000044e+00,4.035490000000000244e+00,5.008230000000000182e+00,5.022929999999999673e+00,7.359999999999999876e-01,1.393599999999999950e+00,3.313550000000000217e+00,4.700400000000000134e-01,6.160000000000000111e-04,4.599999999999999922e-03,4.530000000000000064e-04,5.090869999999999784e+00,8.365709999999999535e-01,6.365000000000000215e-04,6.419999999999999925e-04,6.365000000000000215e-04,6.419999999999999925e-04,5.400000000000000069e-04,9.199999999999999845e-02
1.600000000000000000e+01,5.400000000000000000e+02,7.450000000000000000e+02,9.735000000000000000e+02,6.038999999999999773e+02,1.438454000000000000e+06,1.141000000000000000e+03,1.268429999999999946e+00,4.040130000000000443e+00,4.983699999999999797e+00,5.001420000000000421e+00,7.520000000000000018e-01,1.393399999999999972e+00,3.223250000000000171e+00,5.058500000000000218e-01,6.189999999999999756e-04,4.700000000000000185e-03,4.650000000000000270e-04,5.090869999999999784e+00,8.365709999999999535e-01,6.365000000000000215e-04,6.419999999999999925e-04,6.365000000000000215e-04,6.419999999999999925e-04,5.400000000000000069e-04,9.199999999999999845e-02
1.700000000000000000e+01,5.400000000000000000e+02,7.371000000000000227e+02,9.727000000000000455e+02,6.016000000000000227e+02,1.432968000000000000e+06,1.134000000000000000e+03,1.258829999999999893e+00,4.045889999999999986e+00,4.956889999999999574e+00,4.978150000000000297e+00,7.701999999999999957e-01,1.393299999999999983e+00,3.122869999999999813e+00,5.463200000000000278e-01,6.220000000000000485e-04,4.700000000000000185e-03,4.789999999999999879e-04,5.090869999999999784e+00,8.365709999999999535e-01,6.365000000000000215e-04,6.419999999999999925e-04,6.365000000000000215e-04,6.419999999999999925e-04,5.400000000000000069e-04,9.199999999999999845e-02
1.800000000000000000e+01,5.400000000000000000e+02,7.287000000000000455e+02,9.717999999999999545e+02,5.991000000000000227e+02,1.426190000000000000e+06,1.127000000000000000e+03,1.248609999999999998e+00,4.052319999999999922e+00,4.928630000000000067e+00,4.954010000000000247e+00,7.899000000000000465e-01,1.393199999999999994e+00,3.005030000000000090e+00,5.964599999999999902e-01,6.260000000000000373e-04,4.799999999999999580e-03,4.939999999999999730e-04,5.090869999999999784e+00,8.365709999999999535e-01,6.365000000000000215e-04,6.419999999999999925e-04,6.365000000000000215e-04,6.419999999999999925e-04,5.400000000000000069e-04,9.199999999999999845e-02
1.900000000000000000e+01,5.400000000000000000e+02,7.193999999999999773e+02,9.707999999999999545e+02,5.963999999999999773e+02,1.417621000000000000e+06,1.117000000000000000e+03,1.237270000000000092e+00,4.060030000000000250e+00,4.897829999999999906e+00,4.928139999999999965e+00,8.121000000000000441e-01,1.393000000000000016e+00,2.895610000000000017e+00,6.395699999999999719e-01,6.300000000000000261e-04,4.799999999999999580e-03,5.119999999999999768e-04,5.090869999999999784e+00,8.365709999999999535e-01,6.365000000000000215e-04,6.419999999999999925e-04,6.365000000000000215e-04,6.419999999999999925e-04,5.400000000000000069e-04,9.199999999999999845e-02
2.000000000000000000e+01,5.400000000000000000e+02,7.093999999999999773e+02,9.697999999999999545e+02,5.933999999999999773e+02,1.407082000000000000e+06,1.107000000000000000e+03,1.224869999999999903e+00,4.069099999999999717e+00,4.864749999999999908e+00,4.900999999999999801e+00,8.368999999999999773e-01,1.392900000000000027e+00,2.757890000000000175e+00,6.992000000000000437e-01,6.350000000000000392e-04,4.899999999999999842e-03,5.310000000000000050e-04,5.090869999999999784e+00,8.365709999999999535e-01,6.365000000000000215e-04,6.419999999999999925e-04,6.365000000000000215e-04,6.419999999999999925e-04,5.400000000000000069e-04,9.199999999999999845e-02
2.100000000000000000e+01,5.400000000000000000e+02,6.985000000000000000e+02,9.686000000000000227e+02,5.901000000000000227e+02,1.394296000000000000e+06,1.094000000000000000e+03,1.211310000000000109e+00,4.079589999999999606e+00,4.829060000000000130e+00,4.872580000000000133e+00,8.646000000000000352e-01,1.392700000000000049e+00,2.625739999999999963e+00,7.537700000000000511e-01,6.409999999999999682e-04,5.000000000000000104e-03,5.540000000000000219e-04,5.160319999999999574e+00,2.310179000000000205e+00,1.176699999999999925e-03,1.191900000000000077e-03,1.176699999999999925e-03,1.191900000000000077e-03,2.739999999999999814e-03,4.580000000000000182e-01
2.200000000000000000e+01,5.400000000000000000e+02,6.863999999999999773e+02,9.673999999999999773e+02,5.865000000000000000e+02,1.378516000000000000e+06,1.079000000000000000e+03,1.196099999999999941e+00,4.092469999999999608e+00,4.790020000000000167e+00,4.842539999999999623e+00,8.963999999999999746e-01,1.392600000000000060e+00,2.488719999999999821e+00,8.100100000000000078e-01,6.470000000000000057e-04,5.100000000000000366e-03,5.800000000000000034e-04,5.160319999999999574e+00,2.310179000000000205e+00,1.176699999999999925e-03,1.191900000000000077e-03,1.176699999999999925e-03,1.191900000000000077e-03,2.739999999999999814e-03,4.580000000000000182e-01
2.300000000000000000e+01,5.400000000000000000e+02,6.730000000000000000e+02,9.660000000000000000e+02,5.823999999999999773e+02,1.359289000000000000e+06,1.062000000000000000e+03,1.179089999999999971e+00,4.108069999999999666e+00,4.747429999999999595e+00,4.810690000000000133e+00,9.330000000000000515e-01,1.392400000000000082e+00,2.323449999999999793e+00,8.831499999999999906e-01,6.549999999999999833e-04,5.199999999999999761e-03,6.109999999999999980e-04,5.160319999999999574e+00,2.310179000000000205e+00,1.176699999999999925e-03,1.191900000000000077e-03,1.176699999999999925e-03,1.191900000000000077e-03,2.739999999999999814e-03,4.580000000000000182e-01
2.400000000000000000e+01,5.400000000000000000e+02,6.581000000000000227e+02,9.643999999999999773e+02,5.777999999999999545e+02,1.335928000000000000e+06,1.041000000000000000e+03,1.159990000000000077e+00,4.126929999999999765e+00,4.700580000000000425e+00,4.776130000000000209e+00,9.754000000000000448e-01,1.392300000000000093e+00,2.130500000000000060e+00,9.727900000000000436e-01,6.639999999999999852e-04,5.300000000000000024e-03,6.480000000000000300e-04,5.160319999999999574e+00,2.310179000000000205e+00,1.176699999999999925e-03,1.191900000000000077e-03,1.176699999999999925e-03,1.191900000000000077e-03,2.739999999999999814e-03,4.580000000000000182e-01
2.500000000000000000e+01,5.400000000000000000e+02,6.413999999999999773e+02,9.627000000000000455e+02,5.726000000000000227e+02,1.307324000000000000e+06,1.016000000000000000e+03,1.138209999999999944e+00,4.150170000000000137e+00,4.648340000000000138e+00,4.737199999999999633e+00,1.025600000000000067e+00,1.392200000000000104e+00,1.891140000000000043e+00,1.091560000000000086e+00,6.750000000000000357e-04,5.400000000000000286e-03,6.930000000000000396e-04,5.160319999999999574e+00,2.310179000000000205e+00,1.176699999999999925e-03,1.191900000000000077e-03,1.176699999999999925e-03,1.191900000000000077e-03,2.739999999999999814e-03,4.580000000000000182e-01
2.600000000000000000e+01,5.400000000000000000e+02,5.805000000000000000e+02,9.563999999999999773e+02,5.532999999999999545e+02,1.186940000000000000e+06,9.180000000000000000e+02,1.056599999999999984e+00,4.251190000000000246e+00,4.459929999999999950e+00,4.589150000000000063e+00,1.231800000000000006e+00,1.391899999999999915e+00,8.971200000000000285e-01,1.645979999999999999e+00,7.230000000000000098e-04,6.000000000000000125e-03,8.909999999999999734e-04,5.160319999999999574e+00,2.310179000000000205e+00,1.176699999999999925e-03,1.191900000000000077e-03,1.176699999999999925e-03,1.191900000000000077e-03,2.739999999999999814e-03,4.580000000000000182e-01
2.700000000000000000e+01,5.400000000000000000e+02,5.083999999999999773e+02,9.488999999999999773e+02,5.292999999999999545e+02,1.021161000000000000e+06,8.150000000000000000e+02,9.542800000000000171e-01,4.374270000000000103e+00,4.200999999999999623e+00,4.379669999999999952e+00,1.538399999999999990e+00,1.390900000000000025e+00,4.127000000000000113e-01,1.849409999999999998e+00,8.249999999999999955e-04,7.300000000000000065e-03,1.268999999999999946e-03,5.160319999999999574e+00,2.310179000000000205e+00,1.176699999999999925e-03,1.191900000000000077e-03,1.176699999999999925e-03,1.191900000000000077e-03,2.739999999999999814e-03,4.580000000000000182e-01
2.800000000000000000e+01,5.400000000000000000e+02,4.601000000000000227e+02,9.437999999999999545e+02,5.125000000000000000e+02,9.023960000000000000e+05,7.550000000000000000e+02,8.818500000000000227e-01,4.455759999999999721e+00,4.000009999999999621e+00,4.217699999999999783e+00,1.795900000000000052e+00,1.389699999999999935e+00,6.013300000000000312e-01,1.546240000000000059e+00,9.359999999999999831e-04,8.699999999999999400e-03,1.680000000000000070e-03,5.160319999999999574e+00,2.310179000000000205e+00,1.176699999999999925e-03,1.191900000000000077e-03,1.176699999999999925e-03,1.191900000000000077e-03,2.739999999999999814e-03,4.580000000000000182e-01
2.900000000000000000e+01,5.400000000000000000e+02,4.210000000000000000e+02,9.397999999999999545e+02,4.983999999999999773e+02,8.042600000000000000e+05,7.000000000000000000e+02,8.205099999999999616e-01,4.540090000000000181e+00,3.835059999999999913e+00,4.064429999999999765e+00,2.047499999999999876e+00,1.388700000000000045e+00,5.533900000000000485e-01,1.453859999999999930e+00,1.044999999999999922e-03,1.009999999999999960e-02,2.139999999999999975e-03,5.160319999999999574e+00,2.310179000000000205e+00,1.176699999999999925e-03,1.191900000000000077e-03,1.176699999999999925e-03,1.191900000000000077e-03,2.739999999999999814e-03,4.580000000000000182e-01
3.000000000000000000e+01,5.400000000000000000e+02,3.873999999999999773e+02,9.362999999999999545e+02,4.858000000000000114e+02,7.199410000000000000e+05,6.570000000000000000e+02,7.657699999999999507e-01,4.611769999999999925e+00,3.677560000000000162e+00,3.892659999999999787e+00,2.303399999999999892e+00,1.387599999999999945e+00,4.210900000000000198e-01,1.451940000000000008e+00,1.173999999999999913e-03,1.179999999999999973e-02,2.703999999999999806e-03,5.160319999999999574e+00,2.310179000000000205e+00,1.176699999999999925e-03,1.191900000000000077e-03,1.176699999999999925e-03,1.191900000000000077e-03,2.739999999999999814e-03,4.580000000000000182e-01
3.100000000000000000e+01,5.400000000000000000e+02,3.580000000000000000e+02,9.332000000000000455e+02,4.743999999999999773e+02,6.470780000000000000e+05,6.210000000000000000e+02,7.163100000000000023e-01,4.676969999999999850e+00,3.529729999999999812e+00,3.714510000000000201e+00,2.565100000000000158e+00,1.386300000000000088e+00,2.752100000000000102e-01,1.494059999999999944e+00,1.319999999999999993e-03,1.379999999999999977e-02,3.384999999999999988e-03,5.397710000000000008e+00,4.953928999999999583e+00,3.649499999999999966e-03,3.758899999999999915e-03,3.649499999999999966e-03,3.758899999999999915e-03,1.833999999999999866e-02,1.957999999999999963e+00
3.200000000000000000e+01,5.400000000000000000e+02,3.323000000000000114e+02,9.306000000000000227e+02,4.641000000000000227e+02,5.843160000000000000e+05,5.940000000000000000e+02,6.716199999999999948e-01,4.730509999999999771e+00,3.387420000000000098e+00,3.534149999999999903e+00,2.831399999999999917e+00,1.384800000000000031e+00,1.420800000000000118e-01,1.555560000000000054e+00,1.489000000000000089e-03,1.609999999999999973e-02,4.214999999999999997e-03,5.397710000000000008e+00,4.953928999999999583e+00,3.649499999999999966e-03,3.758899999999999915e-03,3.649499999999999966e-03,3.758899999999999915e-03,1.833999999999999866e-02,1.957999999999999963e+00
3.300000000000000000e+01,5.400000000000000000e+02,3.098000000000000114e+02,9.282000000000000455e+02,4.548000000000000114e+02,5.302280000000000000e+05,5.740000000000000000e+02,6.312100000000000488e-01,4.772730000000000139e+00,3.250700000000000145e+00,3.363300000000000178e+00,3.101100000000000190e+00,1.383099999999999996e+00,4.325999999999999984e-02,1.608819999999999917e+00,1.683999999999999950e-03,1.899999999999999953e-02,5.220999999999999946e-03,5.397710000000000008e+00,4.953928999999999583e+00,3.649499999999999966e-03,3.758899999999999915e-03,3.649499999999999966e-03,3.758899999999999915e-03,1.833999999999999866e-02,1.957999999999999963e+00
3.400000000000000000e+01,5.400000000000000000e+02,2.898999999999999773e+02,9.262000000000000455e+02,4.463999999999999773e+02,4.836660000000000000e+05,5.580000000000000000e+02,5.947200000000000264e-01,4.805839999999999890e+00,3.121189999999999909e+00,3.206989999999999785e+00,3.372500000000000053e+00,1.381399999999999961e+00,-2.111999999999999988e-02,1.643699999999999939e+00,1.904000000000000093e-03,2.220000000000000098e-02,6.420999999999999625e-03,5.397710000000000008e+00,4.953928999999999583e+00,3.649499999999999966e-03,3.758899999999999915e-03,3.649499999999999966e-03,3.758899999999999915e-03,1.833999999999999866e-02,1.957999999999999963e+00
3.500000000000000000e+01,5.400000000000000000e+02,2.725000000000000000e+02,9.242999999999999545e+02,4.388000000000000114e+02,4.436550000000000000e+05,5.470000000000000000e+02,5.618900000000000006e-01,4.831690000000000040e+00,3.000109999999999832e+00,3.065290000000000070e+00,3.642999999999999794e+00,1.379499999999999948e+00,-6.160999999999999810e-02,1.664989999999999970e+00,2.148000000000000170e-03,2.599999999999999881e-02,7.825000000000000358e-03,5.397710000000000008e+00,4.953928999999999583e+00,3.649499999999999966e-03,3.758899999999999915e-03,3.649499999999999966e-03,3.758899999999999915e-03,1.833999999999999866e-02,1.957999999999999963e+00
3.600000000000000000e+01,5.400000000000000000e+02,2.571000000000000227e+02,9.227000000000000455e+02,4.318999999999999773e+02,4.093230000000000000e+05,5.380000000000000000e+02,5.324699999999999989e-01,4.851469999999999949e+00,2.887989999999999835e+00,2.937409999999999854e+00,3.910299999999999887e+00,1.377699999999999925e+00,-8.608000000000000373e-02,1.676439999999999930e+00,2.413000000000000214e-03,3.020000000000000115e-02,9.436999999999999209e-03,5.397710000000000008e+00,4.953928999999999583e+00,3.649499999999999966e-03,3.758899999999999915e-03,3.649499999999999966e-03,3.758899999999999915e-03,1.833999999999999866e-02,1.957999999999999963e+00
3.700000000000000000e+01,5.400000000000000000e+02,2.436999999999999886e+02,9.212999999999999545e+02,4.258000000000000114e+02,3.799160000000000000e+05,5.320000000000000000e+02,5.062299999999999578e-01,4.865949999999999775e+00,2.784959999999999880e+00,2.822189999999999976e+00,4.171499999999999986e+00,1.375799999999999912e+00,-1.005199999999999982e-01,1.682269999999999932e+00,2.697999999999999877e-03,3.490000000000000047e-02,1.125400000000000011e-02,5.397710000000000008e+00,4.953928999999999583e+00,3.649499999999999966e-03,3.758899999999999915e-03,3.649499999999999966e-03,3.758899999999999915e-03,1.833999999999999866e-02,1.957999999999999963e+00
3.800000000000000000e+01,5.400000000000000000e+02,2.320000000000000000e+02,9.201000000000000227e+02,4.203000000000000114e+02,3.547980000000000000e+05,5.280000000000000000e+02,4.829700000000000104e-01,4.875259999999999927e+00,2.690780000000000172e+00,2.718360000000000110e+00,4.423700000000000188e+00,1.374000000000000110e+00,-1.095799999999999969e-01,1.687769999999999992e+00,2.998999999999999930e-03,4.000000000000000083e-02,1.326500000000000075e-02,5.397710000000000008e+00,4.953928999999999583e+00,3.649499999999999966e-03,3.758899999999999915e-03,3.649499999999999966e-03,3.758899999999999915e-03,1.833999999999999866e-02,1.957999999999999963e+00
3.900000000000000000e+01,5.400000000000000000e+02,2.218000000000000114e+02,9.191000000000000227e+02,4.155000000000000000e+02,3.333790000000000000e+05,5.260000000000000000e+02,4.624400000000000177e-01,4.879629999999999690e+00,2.604999999999999982e+00,2.625179999999999847e+00,4.664399999999999658e+00,1.372200000000000086e+00,-1.142600000000000005e-01,1.691149999999999931e+00,3.312999999999999973e-03,4.549999999999999878e-02,1.545400000000000072e-02,5.397710000000000008e+00,4.953928999999999583e+00,3.649499999999999966e-03,3.758899999999999915e-03,3.649499999999999966e-03,3.758899999999999915e-03,1.833999999999999866e-02,1.957999999999999963e+00
4.000000000000000000e+01,5.400000000000000000e+02,2.130000000000000000e+02,9.182000000000000455e+02,4.111999999999999886e+02,3.151750000000000000e+05,5.270000000000000000e+02,4.444500000000000117e-01,4.879299999999999748e+00,2.527280000000000193e+00,2.541850000000000165e+00,4.891000000000000014e+00,1.370500000000000052e+00,-1.157799999999999940e-01,1.692110000000000003e+00,3.638000000000000175e-03,5.129999999999999838e-02,1.779299999999999979e-02,5.397710000000000008e+00,4.953928999999999583e+00,3.649499999999999966e-03,3.758899999999999915e-03,3.649499999999999966e-03,3.758899999999999915e-03,1.833999999999999866e-02,1.957999999999999963e+00
4.100000000000000000e+01,5.400000000000000000e+02,2.054000000000000057e+02,9.173999999999999773e+02,4.073999999999999773e+02,2.997350000000000000e+05,5.280000000000000000e+02,4.287699999999999845e-01,4.874819999999999709e+00,2.457180000000000142e+00,2.467560000000000198e+00,5.101899999999999658e+00,1.368900000000000006e+00,-1.153099999999999958e-01,1.691359999999999975e+00,3.968000000000000173e-03,5.739999999999999963e-02,2.024600000000000011e-02,5.583169999999999966e+00,6.390734000000000137e+00,6.603399999999999721e-03,6.975499999999999930e-03,6.603399999999999721e-03,6.975499999999999930e-03,4.322000000000000147e-02,3.738999999999999879e+00
4.200000000000000000e+01,5.400000000000000000e+02,1.988000000000000114e+02,9.167000000000000455e+02,4.041999999999999886e+02,2.866880000000000000e+05,5.320000000000000000e+02,4.151900000000000035e-01,4.866550000000000153e+00,2.394249999999999989e+00,2.401549999999999851e+00,5.295399999999999885e+00,1.367299999999999960e+00,-1.131199999999999983e-01,1.687240000000000073e+00,4.301000000000000136e-03,6.360000000000000375e-02,2.277300000000000157e-02,5.583169999999999966e+00,6.390734000000000137e+00,6.603399999999999721e-03,6.975499999999999930e-03,6.603399999999999721e-03,6.975499999999999930e-03,4.322000000000000147e-02,3.738999999999999879e+00
4.300000000000000000e+01,5.400000000000000000e+02,1.933000000000000114e+02,9.161000000000000227e+02,4.013000000000000114e+02,2.756650000000000000e+05,5.370000000000000000e+02,4.035500000000000198e-01,4.855190000000000339e+00,2.338029999999999831e+00,2.343119999999999870e+00,5.470900000000000318e+00,1.365799999999999903e+00,-1.097800000000000026e-01,1.679840000000000000e+00,4.629999999999999567e-03,6.990000000000000380e-02,2.532999999999999835e-02,5.583169999999999966e+00,6.390734000000000137e+00,6.603399999999999721e-03,6.975499999999999930e-03,6.603399999999999721e-03,6.975499999999999930e-03,4.322000000000000147e-02,3.738999999999999879e+00
4.400000000000000000e+01,5.400000000000000000e+02,1.885000000000000000e+02,9.156000000000000227e+02,3.988999999999999773e+02,2.663640000000000000e+05,5.430000000000000000e+02,3.936499999999999999e-01,4.841350000000000264e+00,2.288050000000000139e+00,2.291549999999999976e+00,5.628099999999999881e+00,1.364500000000000046e+00,-1.056900000000000062e-01,1.669200000000000017e+00,4.951999999999999805e-03,7.610000000000000098e-02,2.787200000000000094e-02,5.583169999999999966e+00,6.390734000000000137e+00,6.603399999999999721e-03,6.975499999999999930e-03,6.603399999999999721e-03,6.975499999999999930e-03,4.322000000000000147e-02,3.738999999999999879e+00
