# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.000000000000000000e+00,4.407897199999999849e+00,0.000000000000000000e+00,3.062080299999999866e+00,1.906104500000000002e+01,5.094075899999999990e+01,0.000000000000000000e+00,5.730266000000000526e-01,0.000000000000000000e+00
2.000000000000000000e+00,4.570186999999999777e+00,5.644036899999999718e-02,3.138202699999999901e+00,1.858152799999999871e+01,5.235358000000000089e+01,7.100846200000000552e-01,5.941243000000000496e-01,7.337200000000000319e-03
3.000000000000000000e+00,4.724285199999999740e+00,1.107237600000000044e-01,3.210464099999999821e+00,1.814853199999999944e+01,5.365681000000000012e+01,1.370831799999999934e+00,6.141571000000000113e-01,1.439409999999999995e-02
4.000000000000000000e+00,4.870673700000000217e+00,1.629363500000000076e-01,3.278837600000000130e+00,1.775732899999999859e+01,5.485689699999999647e+01,1.982895700000000039e+00,6.331875999999999616e-01,2.118170000000000122e-02
5.000000000000000000e+00,5.009946499999999858e+00,2.132033600000000084e-01,3.343363800000000108e+00,1.740355299999999872e+01,5.596084100000000205e+01,2.547604199999999874e+00,6.512930000000000108e-01,2.771639999999999868e-02
6.000000000000000000e+00,5.142783099999999941e+00,2.616848399999999741e-01,3.404136999999999968e+00,1.708320900000000009e+01,5.697586199999999934e+01,3.066724999999999923e+00,6.685617999999999839e-01,3.401900000000000063e-02
7.000000000000000000e+00,5.269923399999999702e+00,3.085704799999999803e-01,3.461292100000000094e+00,1.679267700000000119e+01,5.790915400000000091e+01,3.542301300000000097e+00,6.850899999999999768e-01,4.011420000000000263e-02
8.000000000000000000e+00,5.392147300000000421e+00,3.540740900000000080e-01,3.514992700000000081e+00,1.652870100000000164e+01,5.876769199999999671e+01,3.976517700000000044e+00,7.009792000000000245e-01,4.602959999999999691e-02
9.000000000000000000e+00,5.510258199999999995e+00,3.984281900000000154e-01,3.565420000000000034e+00,1.628836899999999943e+01,5.955810100000000062e+01,4.371595700000000306e+00,7.163336000000000148e-01,5.179570000000000007e-02
1.000000000000000000e+01,5.625068999999999875e+00,4.418789699999999820e-01,3.612763800000000192e+00,1.606909599999999827e+01,6.028656699999999802e+01,4.729716299999999762e+00,7.312589999999999923e-01,5.744429999999999675e-02
1.100000000000000000e+01,5.737392400000000059e+00,4.846817299999999773e-01,3.657214800000000210e+00,1.586860099999999996e+01,6.095877899999999983e+01,5.052963000000000093e+00,7.458609999999999962e-01,6.300859999999999794e-02
1.200000000000000000e+01,5.848032400000000131e+00,5.270968299999999607e-01,3.698958499999999816e+00,1.568487900000000046e+01,6.157990099999999956e+01,5.343285700000000027e+00,7.602442000000000366e-01,6.852260000000000295e-02
1.300000000000000000e+01,5.957778700000000427e+00,5.693859100000000506e-01,3.738170100000000051e+00,1.551618500000000012e+01,6.215456499999999807e+01,5.602480800000000372e+00,7.745111999999999552e-01,7.402019999999999433e-02
1.400000000000000000e+01,6.067400300000000080e+00,6.118084000000000300e-01,3.775011199999999789e+00,1.536100300000000018e+01,6.268687500000000057e+01,5.832183900000000421e+00,7.887619999999999632e-01,7.953509999999999747e-02
1.500000000000000000e+01,6.177640900000000101e+00,6.546178200000000169e-01,3.809627499999999944e+00,1.521803099999999986e+01,6.318043000000000120e+01,6.033878399999999864e+00,8.030933000000000099e-01,8.510030000000000372e-02
1.600000000000000000e+01,6.289211299999999838e+00,6.980578600000000300e-01,3.842147399999999990e+00,1.508614999999999995e+01,6.363835499999999712e+01,6.208913199999999577e+00,8.175974999999999770e-01,9.074749999999999484e-02
1.700000000000000000e+01,6.402781899999999915e+00,7.423577300000000490e-01,3.872681899999999899e+00,1.496440899999999985e+01,6.406333700000000420e+01,6.358533800000000014e+00,8.323616000000000348e-01,9.650649999999999507e-02
1.800000000000000000e+01,6.518970699999999674e+00,7.877266299999999832e-01,3.901326200000000188e+00,1.485199899999999928e+01,6.445768400000000042e+01,6.483923700000000068e+00,8.474661999999999473e-01,1.024044999999999955e-01
1.900000000000000000e+01,6.638329099999999983e+00,8.343470200000000503e-01,3.928161699999999978e+00,1.474822600000000072e+01,6.482337599999999611e+01,6.586256999999999806e+00,8.629828000000000499e-01,1.084650999999999949e-01
2.000000000000000000e+01,6.761321900000000440e+00,8.823663699999999555e-01,3.953259399999999868e+00,1.465249200000000052e+01,6.516214399999999785e+01,6.666762099999999691e+00,8.789717999999999698e-01,1.147076000000000068e-01
2.100000000000000000e+01,6.888302799999999948e+00,9.318873199999999635e-01,3.976684999999999803e+00,1.456426300000000040e+01,6.547554800000000341e+01,6.726796399999999565e+00,8.954794000000000365e-01,1.211454000000000003e-01
2.200000000000000000e+01,7.019483600000000045e+00,9.829561700000000180e-01,3.998505100000000034e+00,1.448304300000000033e+01,6.576506799999999942e+01,6.767927399999999594e+00,9.125328999999999802e-01,1.277842999999999896e-01
2.300000000000000000e+01,7.154897599999999969e+00,1.035549599999999959e+00,4.018793699999999802e+00,1.440834100000000007e+01,6.603221200000000124e+01,6.792023099999999758e+00,9.301367000000000385e-01,1.346214000000000022e-01
2.400000000000000000e+01,7.294356600000000412e+00,1.089560099999999920e+00,4.037640999999999813e+00,1.433963999999999928e+01,6.627861799999999448e+01,6.801342100000000279e+00,9.482663999999999538e-01,1.416428000000000131e-01
2.500000000000000000e+01,7.437403800000000231e+00,1.144780300000000084e+00,4.055161000000000016e+00,1.427636900000000075e+01,6.650616499999999576e+01,6.798619699999999710e+00,9.668624999999999581e-01,1.488213999999999926e-01
2.600000000000000000e+01,7.709250100000000216e+00,1.249182199999999909e+00,4.084571699999999694e+00,1.417141600000000068e+01,6.688491500000000656e+01,6.771841799999999800e+00,1.002202500000000107e+00,1.623937000000000019e-01
2.700000000000000000e+01,7.984923600000000121e+00,1.354318399999999922e+00,4.110384599999999722e+00,1.408057799999999915e+01,6.721403399999999806e+01,6.727749900000000061e+00,1.038040099999999910e+00,1.760614000000000068e-01
2.800000000000000000e+01,8.263438999999999979e+00,1.459790900000000002e+00,4.133310100000000098e+00,1.400088299999999997e+01,6.750378299999999854e+01,6.673620399999999897e+00,1.074247100000000010e+00,1.897727999999999915e-01
2.900000000000000000e+01,8.544267700000000687e+00,1.565399100000000043e+00,4.153875600000000112e+00,1.393016300000000030e+01,6.776168199999999331e+01,6.613727800000000379e+00,1.110754800000000042e+00,2.035019000000000133e-01
3.000000000000000000e+01,8.827077299999999127e+00,1.671028900000000039e+00,4.172482099999999861e+00,1.386679900000000032e+01,6.799338199999999688e+01,6.550729900000000328e+00,1.147520099999999932e+00,2.172338000000000047e-01
3.100000000000000000e+01,9.111639000000000266e+00,1.776611799999999963e+00,4.189440699999999573e+00,1.380955100000000080e+01,6.820322199999999668e+01,6.486327300000000129e+00,1.184513099999999985e+00,2.309595000000000120e-01
3.200000000000000000e+01,9.397784700000000768e+00,1.882105700000000104e+00,4.204996699999999699e+00,1.375745700000000049e+01,6.839459100000000547e+01,6.421625099999999975e+00,1.221711999999999909e+00,2.446736999999999940e-01
