# POINT,X,Y,Mach,MACH_ANG__D,PSI__D,FLOW_ANG__D,X_IN,Y_IN
1.000000000000000000e+00,7.252520099999999914e+00,0.000000000000000000e+00,4.198572099999999807e+00,1.377892399999999995e+01,6.831568400000000452e+01,0.000000000000000000e+00,9.428275999999999879e-01,0.000000000000000000e+00
2.000000000000000000e+00,7.437877699999999592e+00,4.572613899999999898e-02,4.255797799999999853e+00,1.359006499999999917e+01,6.901221300000000269e+01,3.463396699999999884e-01,9.669240999999999531e-01,5.944399999999999858e-03
3.000000000000000000e+00,7.618418700000000321e+00,9.076052399999999520e-02,4.308634900000000378e+00,1.342027200000000065e+01,6.964289599999999325e+01,6.554960899999999757e-01,9.903944000000000081e-01,1.179889999999999932e-02
4.000000000000000000e+00,7.795014300000000063e+00,1.352380599999999933e-01,4.357283200000000356e+00,1.326768399999999914e+01,7.021328300000000411e+01,9.296165800000000257e-01,1.013351899999999972e+00,1.758090000000000000e-02
5.000000000000000000e+00,7.968549099999999719e+00,1.793082300000000129e-01,4.401942199999999694e+00,1.313065899999999964e+01,7.072840100000000518e+01,1.170739699999999939e+00,1.035911400000000038e+00,2.331010000000000026e-02
6.000000000000000000e+00,8.139908200000000704e+00,2.231303900000000118e-01,4.442807199999999845e+00,1.300775400000000026e+01,7.119277700000000664e+01,1.380781700000000001e+00,1.058188099999999965e+00,2.900700000000000153e-02
7.000000000000000000e+00,8.309964799999999485e+00,2.668691100000000205e-01,4.480065899999999601e+00,1.289770099999999964e+01,7.161046799999999735e+01,1.561542500000000055e+00,1.080295400000000017e+00,3.469300000000000161e-02
8.000000000000000000e+00,8.479568600000000345e+00,3.106895599999999757e-01,4.513897499999999674e+00,1.279938499999999912e+01,7.198510600000000181e+01,1.714724200000000032e+00,1.102343899999999932e+00,4.038959999999999773e-02
9.000000000000000000e+00,8.649532499999999402e+00,3.547526699999999922e-01,4.544472999999999985e+00,1.271182400000000001e+01,7.231995299999999816e+01,1.841958200000000101e+00,1.124439200000000083e+00,4.611780000000000046e-02
1.000000000000000000e+01,8.820618700000000700e+00,3.992101299999999964e-01,4.571957499999999897e+00,1.263413899999999934e+01,7.261796400000000062e+01,1.944843799999999900e+00,1.146680399999999933e+00,5.189730000000000038e-02
1.100000000000000000e+01,8.993521499999999946e+00,4.441988000000000048e-01,4.596513599999999755e+00,1.256553700000000084e+01,7.288186399999999310e+01,2.024996999999999936e+00,1.169157800000000025e+00,5.774579999999999991e-02
1.200000000000000000e+01,9.168846300000000227e+00,4.898346900000000170e-01,4.618306999999999718e+00,1.250527899999999981e+01,7.311423000000000627e+01,2.084108699999999814e+00,1.191950000000000065e+00,6.367849999999999899e-02
1.300000000000000000e+01,9.347085299999999819e+00,5.362060899999999686e-01,4.637513399999999564e+00,1.245265500000000003e+01,7.331758999999999560e+01,2.124012399999999801e+00,1.215121099999999954e+00,6.970679999999999932e-02
1.400000000000000000e+01,9.528587200000000479e+00,5.833660600000000196e-01,4.654326600000000091e+00,1.240695299999999968e+01,7.349452499999999588e+01,2.146757899999999886e+00,1.238716300000000103e+00,7.583760000000000501e-02
1.500000000000000000e+01,9.713521899999999931e+00,6.313240199999999858e-01,4.668967699999999610e+00,1.236743000000000059e+01,7.364778300000000399e+01,2.154693700000000156e+00,1.262757799999999930e+00,8.207209999999999506e-02
1.600000000000000000e+01,9.901839700000000022e+00,6.800367699999999571e-01,4.681695300000000337e+00,1.233327899999999921e+01,7.378039499999999862e+01,2.150547299999999940e+00,1.287239199999999917e+00,8.840480000000000560e-02
1.700000000000000000e+01,1.009322599999999959e+01,7.293989699999999798e-01,4.692814799999999842e+00,1.230359699999999989e+01,7.389578699999999856e+01,2.137502599999999919e+00,1.312119400000000047e+00,9.482190000000000063e-02
1.800000000000000000e+01,1.045359499999999997e+01,8.219233900000000315e-01,4.710283099999999834e+00,1.225725800000000021e+01,7.407619200000000603e+01,2.100840900000000122e+00,1.358967400000000048e+00,1.068500000000000005e-01
1.900000000000000000e+01,1.081601399999999913e+01,9.144219000000000097e-01,4.724641899999999950e+00,1.221943100000000015e+01,7.422369100000000230e+01,2.057818900000000006e+00,1.406081799999999937e+00,1.188748000000000027e-01
2.000000000000000000e+01,1.117995799999999917e+01,1.006777999999999951e+00,4.736772099999999597e+00,1.218765699999999974e+01,7.434774500000000330e+01,2.013228999999999935e+00,1.453394599999999981e+00,1.308811000000000002e-01
2.100000000000000000e+01,1.154517200000000088e+01,1.098955700000000091e+00,4.747224300000000063e+00,1.216041200000000089e+01,7.445423300000000211e+01,1.969154000000000071e+00,1.500872399999999995e+00,1.428641999999999967e-01
2.200000000000000000e+01,1.191149799999999992e+01,1.190945799999999943e+00,4.756369699999999590e+00,1.213667399999999930e+01,7.454710199999999531e+01,1.926540099999999978e+00,1.548494700000000002e+00,1.548229999999999884e-01
2.300000000000000000e+01,1.227882100000000065e+01,1.282750300000000010e+00,4.764471099999999737e+00,1.211572299999999913e+01,7.462913299999999595e+01,1.885794900000000052e+00,1.596246800000000077e+00,1.667575000000000029e-01
2.400000000000000000e+01,1.264705499999999994e+01,1.374375600000000031e+00,4.771721199999999996e+00,1.209703599999999923e+01,7.470235499999999718e+01,1.847057299999999902e+00,1.644117199999999945e+00,1.786687999999999887e-01
2.500000000000000000e+01,1.301612699999999911e+01,1.465830200000000083e+00,4.778265099999999599e+00,1.208021899999999960e+01,7.476829299999999989e+01,1.810328600000000066e+00,1.692096499999999892e+00,1.905579000000000023e-01
2.600000000000000000e+01,1.338597700000000046e+01,1.557122799999999918e+00,4.784214799999999990e+00,1.206497000000000064e+01,7.482811999999999841e+01,1.775541299999999989e+00,1.740177099999999921e+00,2.024259999999999948e-01
2.700000000000000000e+01,1.375655399999999950e+01,1.648262200000000011e+00,4.789658600000000099e+00,1.205105099999999929e+01,7.488275500000000306e+01,1.742594799999999999e+00,1.788351999999999942e+00,2.142740999999999951e-01
